,creepsPerMinDeltas,goldPerMinDeltas,xpPerMinDeltas,csDiffPerMinDeltas,xpDiffPerMinDeltas
18239,8.9,305.6,462.2,1.4,10.4
18240,6,318.5,463.2,-0.8,38.1
18241,0.4,271.3,299.1,0.5,-3.24
18242,9,341.9,534.6,0.5,-3.24
18243,6.5,267.3,391.8,0.5,-3.24
18244,5.2,221.1,300,0.5,-3.24
18245,1.1,200.6,155,0.5,-3.24
18246,1.2,428.7,322.8,-0.5,3.24
18247,4.6,206,349,-0.5,3.24
18248,0.8,259.5,257.6,-0.5,3.24
18249,7.2,452.6,354,-0.5,3.24
18250,5.9,343.4,413.3,-0.5,3.24
18251,0.7,227.3,307.5,-0.6,-31.38
18252,1.4,240.4,318.6,-0.6,-31.38
18253,7.1,251.6,330,-0.6,-31.38
18254,4.2,223.1,334.5,-0.6,-31.38
18255,6.1,263.6,377.4,-0.6,-31.38
18256,7.3,280.1,273.6,0.6,31.38
18257,1.1,161.3,277.4,0.6,31.38
18258,0.5,330,358.5,0.6,31.38
18259,5.9,231.5,376,0.6,31.38
18260,7.7,407.2,539.4,0.6,31.38
18261,0.1,275,299,-0.3,-14.6
18262,9.2,335.4,408.2,0.8,2.25
18263,1.3,172.2,185.6,0.8,2.25
18264,8.1,312.4,447.9,1.2,-4.4
18265,7.3,293.9,422.5,-0.7,-51.4
18266,1.4,212.3,242.8,-0.8,-2.25
18267,6.9,263.5,452.3,-1.2,4.4
18268,8,351.3,473.9,0.7,51.4
18269,0.4,276.9,313.6,0.3,14.6
18270,7.5,255.4,346.5,-0.8,-2.25
18271,0,324.2,386.5,-0.6,53
18272,5.5,216.1,446.8,0,0
18273,8.2,301.2,334.2,0,0
18274,7.7,289,464.9,0,0
18275,1.3,183,236.7,0,0
18276,7.8,319.4,338.2,0,0
18277,1.5,246.9,297.7,0,0
18278,7.4,275.1,428,0,0
18279,0.6,243.8,333.5,0.6,-53
18280,7.9,321.4,452.8,0,0
18281,6.7,336.8,281.6,-0.26,20.84
18282,0.7,355.1,441.6,-0.26,20.84
18283,1.5,196.3,240.1,-0.26,20.84
18284,6.6,256.7,432.2,-0.26,20.84
18285,8.1,341.2,480.7,-0.26,20.84
18286,0.2,268.5,305.4,0.26,-20.84
18287,9.3,292.6,495.9,0.26,-20.84
18288,7.7,364,424.1,0.26,-20.84
18289,6.5,264.9,319.3,0.26,-20.84
18290,1.2,219,227.3,0.26,-20.84
18291,8.5,278.3,340,-0.2,-1.6
18292,8.7,290,462.7,0,0
18293,0,297.7,352.2,-0.7,9
18294,7.7,300.9,478.9,0,0
18295,1.4,150.8,276.6,-0.2,-1.6
18296,0.7,271.9,343.2,0.7,-9
18297,7.5,271.9,404.3,0,0
18298,6,266.3,395.4,0,0
18299,8.9,287,314.8,0.2,1.6
18300,1.4,170.1,305,0.2,1.6
18301,8.5,433.6,353.5,0.7,41
18302,0.1,307.1,317.4,-0.4,30.8
18303,6.2,250.7,387,0.8,-58.3
18304,0.6,279.1,357,0.7,41
18305,5.2,308.1,436.8,-3.6,-38.7
18306,5.4,293.3,445.3,-0.8,58.3
18307,0.5,359.5,286.6,0.4,-30.8
18308,8.8,299.6,475.5,3.6,38.7
18309,6.3,318.8,338.9,-0.7,-41
18310,1.4,196.7,289.6,-0.7,-41
18311,0.1,260.8,269.6,-0.6,-59.3
18312,6.4,262.4,436.6,0,0
18313,7.6,331.6,301.1,-0.4,-24.5
18314,1.3,206.1,246.7,-0.4,-24.5
18315,10,383.4,533.6,0,0
18316,1.2,163.2,250.8,0.4,24.5
18317,7.2,331.5,448.1,0,0
18318,8.5,330.7,346,0.4,24.5
18319,0.7,300,328.9,0.6,59.3
18320,5.8,283.1,446.3,0,0
18321,1.1,159,242.2,0,0
18322,7.4,254.6,347.6,-1.7,-41
18323,4.6,204.7,383.2,0,0
18324,1.2,326.6,352.8,0,0
18325,5.9,318.6,488.7,0,0
18326,0.2,270.7,371.5,0,0
18327,9.1,376.1,388.6,1.7,41
18328,1.3,236.3,286.5,0,0
18329,7.4,289.8,421.3,0,0
18330,7.2,267.3,389.3,0,0
18331,4,321.7,463,0,0
18332,1,212.2,292.4,0.5,75.35
18333,9.2,373.3,420.4,0.5,75.35
18334,1.3,356.2,403.6,0,0
18335,6.3,319.2,422.9,0.2,68.7
18336,6.1,343,354.2,-0.2,-68.7
18337,1.8,185,256.4,-0.5,-75.35
18338,0.6,308.1,346.7,0,0
18339,7.4,273.5,305.7,-0.5,-75.35
18340,6,241.6,332.4,0,0
18341,5.3,287.4,371.3,-3.15,-77.9
18342,7.7,352.9,303.5,0,0
18343,0,254.1,241,-0.6,-140.1
18344,7.6,304.3,445.2,0,0
18345,1.6,201.8,279,-3.15,-77.9
18346,1.3,203.6,244.1,0,0
18347,6,233.3,360.3,3.15,77.9
18348,8.2,340.5,310.7,0,0
18349,7.2,314.9,445.8,3.15,77.9
18350,0.6,321,381.1,0.6,140.1
18351,0.8,294.3,330.6,0.4,4.6
18352,7.8,398.2,320.6,-0.2,-13.9
18353,7.1,310.3,423.6,-0.5,-38.6
18354,5.6,266.3,402.8,-1.5,-64.2
18355,0.8,182.4,223.9,-0.2,-13.9
18356,1.4,165.4,264,0.2,13.9
18357,7.6,363.4,462.2,0.5,38.6
18358,7.6,303.2,308.3,0.2,13.9
18359,7.1,353.4,467,1.5,64.2
18360,0.4,311.8,326,-0.4,-4.6
18361,1.3,286.1,296.8,0.4,29.05
18362,8,345.6,341.7,0.4,29.05
18363,7.7,358.6,437.9,0.1,24.3
18364,5,207.5,406.8,0,0
18365,1.3,348.7,352.1,0,0
18366,7.6,326.2,413.6,-0.1,-24.3
18367,7.5,341.9,477.7,0,0
18368,0.1,267.7,311.7,0,0
18369,7.4,295.8,314,-0.4,-29.05
18370,1.1,181.8,266.4,-0.4,-29.05
18371,6.3,262.1,289.6,0.06,-36.56
18372,0.4,308.4,277.1,0.06,-36.56
18373,7.2,297.1,413.7,0.06,-36.56
18374,7.8,376.8,466.9,0.06,-36.56
18375,1.6,243.2,255.5,0.06,-36.56
18376,8.3,360.6,519.3,-0.06,36.56
18377,6.6,357.9,290.6,-0.06,36.56
18378,6,336.2,397,-0.06,36.56
18379,1.5,316.5,362.3,-0.06,36.56
18380,0.6,370.9,316.4,-0.06,36.56
18381,7.1,471.6,448.9,1.14,130.42
18382,5.3,248.5,352.3,1.14,130.42
18383,1.2,289.9,279.2,1.14,130.42
18384,0.4,475,477.9,1.14,130.42
18385,8.1,519.2,362.9,1.14,130.42
18386,0.8,149.9,191,-1.14,-130.42
18387,2.4,143.1,189.9,-1.14,-130.42
18388,0.6,208.9,198.3,-1.14,-130.42
18389,7,298.6,441,-1.14,-130.42
18390,5.6,211.9,248.9,-1.14,-130.42
18391,0.9,164.4,178.8,0.12,-30.94
18392,4.9,224.9,279.7,0.12,-30.94
18393,0.9,239.6,196.1,0.12,-30.94
18394,7.6,312.5,439.9,0.12,-30.94
18395,7.5,314.4,523.4,0.12,-30.94
18396,1.2,288.3,213.2,-0.12,30.94
18397,0.6,449,358.1,-0.12,30.94
18398,4.5,193.8,408.3,-0.12,30.94
18399,7.5,334.5,348.9,-0.12,30.94
18400,7.4,310.8,444.1,-0.12,30.94
18401,0.8,189.4,148.8,0,0
18402,5.8,222.5,381.8,2.22E-16,-56.75
18403,7.9,387.9,413.1,0,0
18404,6.2,276.3,369.1,2.22E-16,-56.75
18405,0.4,310.1,302.4,-1.4,2.1
18406,1.1,206.5,177.3,0,0
18407,1.8,407.1,300.3,1.4,-2.1
18408,6.5,299.4,313.5,0,0
18409,6.4,247,434.5,-2.22E-16,56.75
18410,5.6,310.9,429.9,-2.22E-16,56.75
18411,8.2,364,521.9,-0.02,52.5
18412,8.2,339.9,366.3,-0.02,52.5
18413,1.4,209.1,242.2,-0.02,52.5
18414,0.3,377.5,371.5,-0.02,52.5
18415,5.9,249.3,406.2,-0.02,52.5
18416,8.4,266.5,431.3,0.02,-52.5
18417,1.3,188.3,221.5,0.02,-52.5
18418,0.9,233.9,269.9,0.02,-52.5
18419,6.6,273.4,407.3,0.02,-52.5
18420,6.9,286.3,315.6,0.02,-52.5
18421,1.2,163.2,192.7,-0.7,-53.75
18422,6.1,281.4,280.5,-0.7,-53.75
18423,6.2,323.4,424.2,0,0
18424,0.3,301.5,392.8,-0.2,35.5
18425,8.9,387.9,493.2,0,0
18426,7.6,348.5,347.9,0.7,53.75
18427,1.1,171.6,232.8,0.7,53.75
18428,6.2,234.4,401.7,0,0
18429,0.5,331.3,357.3,0.2,-35.5
18430,6,215.4,389.1,0,0
18431,5.5,345.4,448.5,-0.1,64.3
18432,1.9,458.3,498,0,0
18433,0.4,209.3,226.3,-0.2,-10.3
18434,7.7,303.5,352.9,-0.2,-10.3
18435,5.7,262.6,373.5,0,0
18436,5.6,313.9,384.2,0.1,-64.3
18437,0.1,276,273.3,0,0
18438,7.6,273.6,392.6,0.2,10.3
18439,0.9,174.5,207.2,0.2,10.3
18440,5.9,308.3,405,0,0
18441,6.4,300.3,409.5,0,0
18442,1.4,231.9,290.8,-1.1,-29.75
18443,7.3,290.5,444.5,0,0
18444,6.3,283.1,276.1,-1.1,-29.75
18445,0.6,309.2,281.9,-0.2,-95.6
18446,8.3,343.4,312,1.1,29.75
18447,1.6,210.6,314.4,1.1,29.75
18448,0.8,288.8,377.5,0.2,95.6
18449,7,350,446.1,0,0
18450,6.6,363.2,448.7,0,0
18451,7.1,254.5,440.6,-1.3,-10.6
18452,0.8,277.3,364.2,0.2,-13.5
18453,5.4,204.6,375,-0.8,-91.7
18454,1.1,153.3,239.1,1.05,12.05
18455,9.2,276.8,320,1.05,12.05
18456,6.2,311.7,466.7,0.8,91.7
18457,1.1,146.3,227.7,-1.05,-12.05
18458,7.1,255.2,307.3,-1.05,-12.05
18459,0.6,311.3,377.7,-0.2,13.5
18460,8.4,324.8,451.2,1.3,10.6
18461,1.4,158,215.3,0,0
18462,8.6,343.2,513.3,0,0
18463,0.4,274.5,289.7,-0.1,-164.8
18464,7.7,310.4,459.6,2.2,77.7
18465,7.6,256.3,338.3,0,0
18466,8,333.8,457.8,0,0
18467,5.5,272.7,381.9,-2.2,-77.7
18468,0.5,434.4,454.5,0.1,164.8
18469,1.4,179.2,237.3,0,0
18470,9.4,324.4,382.3,0,0
18471,7.1,372.2,401.5,0.26,13.64
18472,6.9,252.9,395.7,0.26,13.64
18473,1,297,318.1,0.26,13.64
18474,4.8,313.8,446.6,0.26,13.64
18475,0.9,226.8,240.2,0.26,13.64
18476,5.6,220.3,284.2,-0.26,-13.64
18477,6,266.8,355.4,-0.26,-13.64
18478,0.5,435.6,457.8,-0.26,-13.64
18479,6,227.5,432.7,-0.26,-13.64
18480,1.3,219,203.8,-0.26,-13.64
18481,6,291.5,358.6,0,0
18482,6.1,260.1,414.6,0,0
18483,6.1,255.7,279.3,-0.1,0.45
18484,0.3,245.2,213.9,-0.4,-128.2
18485,1,188.9,262.5,-0.1,0.45
18486,0.9,171.6,241.7,0.1,-0.45
18487,0.7,313.7,342.1,0.4,128.2
18488,8,400.7,475.8,0,0
18489,6,326.7,413.2,0,0
18490,6.4,230.8,299.2,0.1,-0.45
18491,8.2,297.2,419.7,-0.65,-143.7
18492,4.2,197.6,388.4,3,108.5
18493,0,156.7,205.6,-7.4,-131.9
18494,0.6,303.5,309.3,0.2,-128.4
18495,5.5,199.8,220.3,-0.65,-143.7
18496,8.2,450.7,521.1,0.65,143.7
18497,1.2,215.2,279.9,-3,-108.5
18498,0.4,490.7,437.7,-0.2,128.4
18499,6.8,297.6,406.3,0.65,143.7
18500,7.4,388.5,337.5,7.4,131.9
18501,8.3,400,377.8,0.1,58.74
18502,1.2,352.8,263.1,0.1,58.74
18503,5.4,243.4,419.2,0.1,58.74
18504,6.5,300.2,462.8,0.1,58.74
18505,0.3,313.4,342.1,0.1,58.74
18506,5.5,259.3,269.3,-0.1,-58.74
18507,7.2,291.7,425.8,-0.1,-58.74
18508,0,218.9,221.3,-0.1,-58.74
18509,8.3,285.1,449.9,-0.1,-58.74
18510,0.2,246.1,205,-0.1,-58.74
18511,6.8,280.6,440.1,-2.4,-36.1
18512,0.3,156.8,250,-0.85,-7.95
18513,7.4,261.1,311.4,-0.85,-7.95
18514,0.4,362.2,420.8,0.3,112.5
18515,8.4,259.2,446.6,1.8,39.7
18516,0.3,171.9,245,0.85,7.95
18517,9.1,295.3,332.3,0.85,7.95
18518,6.6,227.3,406.9,-1.8,-39.7
18519,0.1,264.4,308.3,-0.3,-112.5
18520,9.2,282.4,476.2,2.4,36.1
18521,1.7,252.9,292.4,-0.8,-3.05
18522,0.8,283.7,394.9,0.5,24.8
18523,7.3,286,425.9,-0.1,-0.9
18524,5.9,240.4,396.1,-1.2,-83.7
18525,6.6,233.3,288,-0.8,-3.05
18526,1.1,219.9,286.9,0.8,3.05
18527,7.4,324.7,426.8,0.1,0.9
18528,7.1,286.4,479.8,1.2,83.7
18529,8.8,318.5,299.6,0.8,3.05
18530,0.3,347.4,370.1,-0.5,-24.8
18531,8.8,276.1,298.3,0,-1.35
18532,6.5,231.2,437.3,0,0
18533,8.2,268.1,471.9,-0.4,-19.3
18534,0.2,302.2,420.5,0,0
18535,0.2,166.2,286.2,0,-1.35
18536,7.8,260.9,321.8,0,1.35
18537,0,266,358.2,0,0
18538,8.6,345.4,491.2,0.4,19.3
18539,1.2,159.2,265.4,0,1.35
18540,8.7,292.5,461.2,0,0
18541,0.1,289.5,298.9,0,0
18542,8.4,278,316.2,0,0
18543,5.5,208.7,429.5,0,0
18544,6.4,322,440.4,0,0
18545,0.3,174.3,260,0,0
18546,0.8,339.2,389.1,0,0
18547,6.3,352.2,392.8,0,0
18548,8.7,315.7,480.8,0,0
18549,8.1,377.5,335.2,0,0
18550,1.2,162.7,227.1,0,0
18551,0.1,293.7,359.5,0,42.4
18552,1.1,279.2,301.1,0.4,82.25
18553,8.9,459.7,423.9,0.4,82.25
18554,8.6,368.4,460.4,2.2,82.4
18555,8.3,339.3,506.7,1.6,51.2
18556,6.4,277.8,378,-2.2,-82.4
18557,1.8,218.8,246.9,-0.4,-82.25
18558,7.4,289.8,313.6,-0.4,-82.25
18559,6.7,254.6,455.5,-1.6,-51.2
18560,0.1,236.9,317.1,0,-42.4
18561,1.3,154.4,268.7,1.8,7.25
18562,6.2,266.6,423.3,-1.6,-62.3
18563,1.2,269,357.4,0,0
18564,9.3,303.7,312.1,1.8,7.25
18565,7.5,276.4,405.5,0,0
18566,7.8,296.4,485.6,1.6,62.3
18567,0.4,285,310.9,0,0
18568,4.6,298.3,442.8,0,0
18569,0.8,160.3,226.1,-1.8,-7.25
18570,6.2,275.1,340.2,-1.8,-7.25
18571,0.1,336.5,311,0,0
18572,7.6,310.2,452.3,1.5,35.3
18573,0.3,210.4,215.3,0,0
18574,7,291.6,327,0,0
18575,5.8,301.6,365.3,-1.6,-60.4
18576,6.1,233.3,417,-1.5,-35.3
18577,6.9,325.1,301.7,0,0
18578,0.5,318.7,342.1,0,0
18579,1.8,262.9,291.7,0,0
18580,7.4,350.5,425.7,1.6,60.4
18581,8.1,438.3,523.1,3.1,146.8
18582,1,155.1,224.4,-0.05,-25.45
18583,8.2,283.9,358.2,-0.05,-25.45
18584,0.3,387.6,385.2,-1.3,41.9
18585,7.3,356.1,463.2,2.2,42.4
18586,5.1,273.7,420.8,-2.2,-42.4
18587,5,215.5,376.3,-3.1,-146.8
18588,9.1,354,331.9,0.05,25.45
18589,0.2,179.8,301.6,0.05,25.45
18590,1.6,271.2,343.3,1.3,-41.9
18591,6.4,313.6,410.2,1.4,69.8
18592,0.4,353,340.3,-0.9,-69.4
18593,6.5,241.3,438.2,-1.1,-64.9
18594,1.1,283.4,222.5,-0.25,-3.3
18595,6.6,370.5,371.5,-0.25,-3.3
18596,1.3,348.1,409.7,0.9,69.4
18597,1.4,246.4,248.2,0.25,3.3
18598,6.8,298.4,352.4,0.25,3.3
18599,7.6,318.2,503.1,1.1,64.9
18600,5,313.6,340.4,-1.4,-69.8
18601,1.4,309.9,442.5,1.1,107.7
18602,7.5,290.5,445.8,-0.1,-61.8
18603,0.2,184.9,210.7,-0.35,-31.15
18604,6.9,252.5,258.9,-0.35,-31.15
18605,6.4,229,406.9,-0.6,-71.3
18606,0.3,294.5,334.8,-1.1,-107.7
18607,1.1,173.6,227.7,0.35,31.15
18608,6.7,329.2,304.2,0.35,31.15
18609,7,308.7,478.2,0.6,71.3
18610,7.6,357,507.6,0.1,61.8
18611,0,262.3,322.3,0,0
18612,7.9,286.1,297.6,-0.4,-41.7
18613,0.1,212.4,245.4,-0.4,-41.7
18614,6.4,484.3,477.7,0,0
18615,7.4,256.4,403.2,1.5,-26.6
18616,1.1,343.1,400.8,0,0
18617,5.9,286.6,429.8,-1.5,26.6
18618,2.8,185.9,257.4,0,0
18619,1.5,223,270.1,0.4,41.7
18620,7.3,432.6,356.3,0.4,41.7
18621,0.2,192.9,258.9,-1.75,-35.65
18622,7.3,311.1,322.6,-1.75,-35.65
18623,6.9,394.6,535.7,1.9,191.5
18624,7.3,306.8,495.7,0,0
18625,0.4,394.2,379.6,0,0
18626,5,191,344.2,-1.9,-191.5
18627,1.3,180.3,323.9,1.75,35.65
18628,0.1,230.5,243.1,0,0
18629,9.7,304.7,328.9,1.75,35.65
18630,7.9,292,424,0,0
18631,5.8,404.9,428.9,0.5,50.8
18632,1.6,207,286.8,0.1,9.05
18633,7.5,312.8,340.4,0.1,9.05
18634,0.9,324.7,434.6,0.7,94.3
18635,5.7,352.3,407.2,-0.7,6.5
18636,6.4,320.5,400.7,0.7,-6.5
18637,5.3,276.1,378.1,-0.5,-50.8
18638,1,222.5,201.5,-0.1,-9.05
18639,7.9,388.2,407.6,-0.1,-9.05
18640,0.2,289.3,340.3,-0.7,-94.3
18641,5.3,408.6,461.9,0.02,74.8
18642,7.4,291.4,339,0.02,74.8
18643,0.4,518.8,417,0.02,74.8
18644,0.3,320.9,274,0.02,74.8
18645,9.2,277.9,495.2,0.02,74.8
18646,0.9,182.5,185.9,-0.02,-74.8
18647,7.6,333.7,329.3,-0.02,-74.8
18648,0.6,282.1,274.6,-0.02,-74.8
18649,7.9,265.3,467.5,-0.02,-74.8
18650,5.5,249,355.8,-0.02,-74.8
18651,0.9,300.8,363.9,0.2,-7.3
18652,4.7,313.8,412.7,-1.2,-0.25
18653,7.6,284.2,446,0.6,-2.5
18654,8.8,329,411,1,75.4
18655,1.3,191.2,250.1,-1.2,-0.25
18656,7,263.3,448.5,-0.6,2.5
18657,7.3,304.1,430.8,1.2,0.25
18658,1.1,172.2,232.5,1.2,0.25
18659,0.7,401,371.2,-0.2,7.3
18660,7.8,277.8,335.6,-1,-75.4
18661,6.7,330.9,464.1,0.6,65.4
18662,9.2,276.5,306.4,0,0
18663,0.3,241.2,263.5,0.1,-109.7
18664,1.3,149.8,265.4,0,0
18665,6.5,235.2,466.7,0,0
18666,7.8,336.9,544.3,0,0
18667,6.1,250.1,398.7,-0.6,-65.4
18668,0.2,307.3,373.2,-0.1,109.7
18669,7.7,295.9,304,0,0
18670,0.3,234.8,326.3,0,0
18671,4.6,182.6,363.9,0,0
18672,1.4,184.8,255.8,0,0
18673,7,311.8,291.4,-0.35,-95.8
18674,0,302.2,293.1,-0.4,-80.4
18675,8.2,332.3,489,-0.35,-95.8
18676,0.4,378.9,373.5,0.4,80.4
18677,6.9,322.6,446,0.35,95.8
18678,6.2,312.7,336.8,0,0
18679,1.7,192.5,236.8,0,0
18680,9,334.1,526,0.35,95.8
18681,1.3,171.2,220.6,0,0
18682,7.3,262.4,316.1,0,0
18683,0.3,226.6,283.5,-2.78E-17,-116.3
18684,7,307.7,510.6,0,0
18685,8.7,288.4,464.7,2.1,34.2
18686,1.5,199.9,288.6,0,0
18687,0.3,342.8,399.8,2.78E-17,116.3
18688,6.6,221,430.5,-2.1,-34.2
18689,8.7,359.1,332.8,0,0
18690,8.2,292.8,492.3,0,0
18691,0.1,188.8,262,-0.4,12.3
18692,7.8,317.4,341,-0.4,12.3
18693,0.5,375.4,410.8,0.2,155.5
18694,7.3,317.7,444.4,1.4,83.1
18695,8.3,333,463.3,-0.2,10.2
18696,0.3,222,255.3,-0.2,-155.5
18697,0.1,198.1,264.5,0.4,-12.3
18698,8.6,354.1,313.9,0.4,-12.3
18699,5.9,221.1,361.3,-1.4,-83.1
18700,8.5,275,453.1,0.2,-10.2
18701,1.1,139.7,225.2,0,0
18702,4.6,195.4,273.5,0,0
18703,1,293.4,415.6,-0.9,74.3
18704,7.8,364,489.2,1.8,69
18705,5,213.1,394.9,0,0
18706,1.9,270.9,341.3,0.9,-74.3
18707,7.6,312.8,488.1,0,0
18708,6,251.4,420.2,-1.8,-69
18709,1.1,189.4,222.4,0,0
18710,10.2,368,365,0,0
18711,0.9,181.5,191.6,0.15,-9.1
18712,7.6,327.2,349.5,0.15,-9.1
18713,0.6,303.4,305.2,0,0
18714,5.3,261,429,0,0
18715,7.9,360.3,517.9,0.6,62.2
18716,7.5,249.8,449.7,0,0
18717,7.3,316.5,455.7,-0.6,-62.2
18718,0.5,235.7,242,0,0
18719,6.9,406.8,305.6,-0.15,9.1
18720,1.3,212.5,253.7,-0.15,9.1
18721,7.7,392,452.8,0.18,62.98
18722,7.4,347.1,553.1,0.18,62.98
18723,1.5,227.5,293.3,0.18,62.98
18724,8,406.1,367,0.18,62.98
18725,0.2,287.2,357.9,0.18,62.98
18726,8.1,358.4,471.4,-0.18,-62.98
18727,7.5,251.2,311.2,-0.18,-62.98
18728,0.7,268.8,328.8,-0.18,-62.98
18729,1.7,161.9,230,-0.18,-62.98
18730,5.9,219.5,367.8,-0.18,-62.98
18731,8.5,274.4,482.4,0.8,54.5
18732,8.9,441.3,501.8,2,106.6
18733,0,323.4,338.4,-0.7,-2.6
18734,1.2,186.3,270.3,1.1,43.15
18735,8.6,318.3,332.6,1.1,43.15
18736,6.6,277.2,265.4,-1.1,-43.15
18737,6.9,242.9,395.2,-2,-106.6
18738,0.7,281.7,341,0.7,2.6
18739,7.7,250.1,427.9,-0.8,-54.5
18740,1,203.4,251.2,-1.1,-43.15
18741,7.1,329.5,439.4,2.45,-63.85
18742,0.1,368,443.3,0,0
18743,1.8,163.8,243.9,0,0
18744,7.7,248.2,477,0,0
18745,5.4,213.5,234.1,2.45,-63.85
18746,0.4,356.1,323,-2.45,63.85
18747,9.3,298.9,493.7,0,0
18748,1.4,213,277.6,0,0
18749,10,447.8,350.4,0,0
18750,7.2,333.8,478.2,-2.45,63.85
18751,7.2,336.6,393.5,0.76,21.48
18752,0.2,346.5,297.8,0.76,21.48
18753,7.3,394.9,423.8,0.76,21.48
18754,1.3,205.4,247.8,0.76,21.48
18755,8.5,324.3,367.4,0.76,21.48
18756,4.6,194,361.5,-0.76,-21.48
18757,7.9,357.9,318,-0.76,-21.48
18758,6.5,274.6,434.3,-0.76,-21.48
18759,1.1,175.6,244.4,-0.76,-21.48
18760,0.6,247.8,264.7,-0.76,-21.48
18761,1.3,172.5,279.9,0.3,-3.5
18762,8.4,300,327.5,0.3,-3.5
18763,0.2,304.7,361.5,0.3,-3.5
18764,7.1,309.4,420.5,0.3,-3.5
18765,7.7,314.2,439.8,0.3,-3.5
18766,6.5,328.3,425.6,-0.3,3.5
18767,1.3,168.9,202.9,-0.3,3.5
18768,6,238.7,288.8,-0.3,3.5
18769,9.4,349.6,560.2,-0.3,3.5
18770,0,292.4,369.2,-0.3,3.5
18771,1.1,256.6,273.3,0,0
18772,8,460.7,396.4,0,0
18773,0.2,298.6,375.5,-0.8,-39.2
18774,7.1,302.4,447.5,0,0
18775,7.2,249.4,407.8,0,0
18776,1,259.2,414.7,0.8,39.2
18777,7,296.8,508.1,0,0
18778,5.2,219.9,248.3,0,0
18779,6.7,238.6,383.2,0,0
18780,0.5,203.4,279.3,0,0
18781,0.3,284,318.3,-0.1,32.6
18782,5.3,289.1,462,-1.7,7.6
18783,1.3,161.9,212.5,0,0
18784,5.8,239.7,392.3,0,0
18785,7.2,278.3,290.8,0,0
18786,7.6,319.4,474.9,0,0
18787,7,281.3,454.4,1.7,-7.6
18788,0.4,259.9,285.7,0.1,-32.6
18789,1.3,203.3,251,0,0
18790,7.6,326.4,318.3,0,0
18791,7.6,355,308.2,1.1,-24.8
18792,1.4,185.2,211,1.1,-24.8
18793,7.8,386.3,464.2,1.4,59.4
18794,0.3,337.4,342.3,-0.3,44.7
18795,7.8,320.9,476.8,1,70.4
18796,0.6,412.8,297.6,0.3,-44.7
18797,6.8,256.7,406.4,-1,-70.4
18798,6.4,277.5,404.8,-1.4,-59.4
18799,0,190.2,283.4,-1.1,24.8
18800,6.8,282.2,285.4,-1.1,24.8
18801,7,235.9,315.9,0.04,-63.44
18802,0,148.8,188.3,0.04,-63.44
18803,9.3,275.8,474.7,0.04,-63.44
18804,7.8,262.5,455.4,0.04,-63.44
18805,0,210.7,251.4,0.04,-63.44
18806,8.1,282,459.2,-0.04,63.44
18807,0.6,517.5,439,-0.04,63.44
18808,0.2,256.3,284.1,-0.04,63.44
18809,7.6,269.6,465.2,-0.04,63.44
18810,7.4,310.8,355.4,-0.04,63.44
18811,1.3,213.3,249,0.4,20.1
18812,6.9,273.2,335.7,0.4,20.1
18813,0.2,362.4,278.8,-0.1,42
18814,7.2,413.1,449.2,0,-28.8
18815,6.4,288.3,409.2,-0.6,-55
18816,0.2,180.1,249.7,-0.4,-20.1
18817,7.2,262.6,294.8,-0.4,-20.1
18818,7,356.2,464.2,0.6,55
18819,0.3,217.9,236.8,0.1,-42
18820,7.2,455.7,478,0,28.8
18821,0.1,292.4,308,0.64,9.36
18822,0.9,175.4,220.9,0.64,9.36
18823,6.4,359.5,400.1,0.64,9.36
18824,6.7,311,351.2,0.64,9.36
18825,8.2,383,499,0.64,9.36
18826,6.4,321.2,390.6,-0.64,-9.36
18827,3.4,221.1,432.6,-0.64,-9.36
18828,0.8,394.1,351.4,-0.64,-9.36
18829,7.4,418.9,334.3,-0.64,-9.36
18830,1.1,231.8,223.5,-0.64,-9.36
18831,1.3,207.7,264.6,0,0
18832,8.5,369.5,449.2,0,0
18833,5.5,354.9,435.4,-0.5,75.8
18834,8.6,369.7,386.1,0,0
18835,0.3,371.8,368.2,0.2,104.8
18836,0.1,248.7,263.4,-0.2,-104.8
18837,6.3,264.5,495.2,0,0
18838,6.9,246.9,294.1,0,0
18839,0.9,210.7,300.2,0,0
18840,6,236.9,359.6,0.5,-75.8
18841,6.7,282.3,459.7,-0.5,-26.26
18842,0,133.8,262.5,-0.5,-26.26
18843,0.1,254.4,316.5,-0.5,-26.26
18844,8.3,448,519.1,-0.5,-26.26
18845,8.1,263.9,301.9,-0.5,-26.26
18846,8.2,314.5,351.1,0.5,26.26
18847,0.5,325.4,388.1,0.5,26.26
18848,5.7,319.5,431,0.5,26.26
18849,1.5,176.1,235.1,0.5,26.26
18850,9.8,398.1,585.7,0.5,26.26
18851,7.5,289.7,446,0.12,-21.04
18852,0.3,237,250.1,0.12,-21.04
18853,0.4,308.9,295.9,0.12,-21.04
18854,9,276.6,369.7,0.12,-21.04
18855,6.9,339.6,406.2,0.12,-21.04
18856,7.1,260.8,466.1,-0.12,21.04
18857,1,226.9,258.4,-0.12,21.04
18858,8.8,413,394.4,-0.12,21.04
18859,0.7,376.7,365.1,-0.12,21.04
18860,5.9,264,389.1,-0.12,21.04
18861,0.6,322.8,446.2,0.88,38.44
18862,8.3,356.3,489.6,0.88,38.44
18863,1.3,195.8,262.3,0.88,38.44
18864,8.9,415.9,336,0.88,38.44
18865,8.8,277.2,488.4,0.88,38.44
18866,0.2,264.1,359.1,-0.88,-38.44
18867,8.6,283.9,488.4,-0.88,-38.44
