,creepsPerMinDeltas,goldPerMinDeltas,xpPerMinDeltas,csDiffPerMinDeltas,xpDiffPerMinDeltas
17607,7.3,294.7,302.9,0,0
17608,0.7,269.2,308.3,-0.5,-207.8
17609,1.1,160,249.9,0,0
17610,5.5,211.1,385,-1.2,-34.7
17611,9.6,293.3,353.9,0,0
17612,0.8,289.2,398,0.1,1.9
17613,5.9,225.4,411.3,0,0
17614,7.3,321,457,0.7,46.7
17615,1.5,155.6,293.9,0,0
17616,5.9,242.3,426.2,0,0
17617,6.6,239.4,410.3,-0.7,-46.7
17618,1.4,159.1,262.3,0,0
17619,9.2,297.7,327.6,0,0
17620,0.7,302.1,396.1,-0.1,-1.9
17621,8.4,337.3,326.5,0.12,-15.4
17622,8.2,298.1,439.3,0.12,-15.4
17623,1.2,193.3,284.9,0.12,-15.4
17624,0.6,352.6,351.4,0.12,-15.4
17625,4.8,263.2,363.4,0.12,-15.4
17626,0.3,323,434.9,-0.12,15.4
17627,7.4,284.8,443.6,-0.12,15.4
17628,6.2,253.3,420.9,-0.12,15.4
17629,6.9,274.6,288.6,-0.12,15.4
17630,1.8,173.9,254.5,-0.12,15.4
17631,0.1,335.6,290.7,-0.2,-101
17632,7.3,287.6,410,0,0
17633,5.1,235.3,423.4,0,0
17634,1.3,162.4,244.2,-0.5,7.15
17635,7,256,313.9,-0.5,7.15
17636,1.1,175,203.6,0.5,-7.15
17637,8.2,327.4,340.2,0.5,-7.15
17638,5.5,312.4,468.4,0,0
17639,0.3,312.4,391.7,0.2,101
17640,7.3,286.5,474.5,0,0
17641,6.9,272.2,312.6,0,0
17642,5.6,292.7,341.9,0,0
17643,0.9,357,396.4,-0.1,40.2
17644,6.6,373.7,413,0,0
17645,0.9,178.5,157.3,0,0
17646,7.8,479.2,324.9,0,0
17647,1,366.6,356.2,0.1,-40.2
17648,5.4,288.8,385.5,0,0
17649,5.7,279.6,364.2,0,0
17650,0.2,304.9,255,0,0
17651,5.8,217.8,404.6,-0.92,-52.06
17652,6.3,318.1,418.7,-0.92,-52.06
17653,0.1,260.8,344.7,-0.92,-52.06
17654,5.8,215,264.5,-0.92,-52.06
17655,0,139.8,230.2,-0.92,-52.06
17656,4.9,358.5,437.4,0.92,52.06
17657,1.7,228.4,260.1,0.92,52.06
17658,9.4,353.5,391.6,0.92,52.06
17659,5.9,308.7,459.4,0.92,52.06
17660,0.7,387.5,374.5,0.92,52.06
17661,1.2,153.6,244.7,-0.85,-15.15
17662,7.4,269.2,407,1.2,-5
17663,0.2,339.6,371.6,0.1,2.6
17664,6.9,244.9,342.8,-0.85,-15.15
17665,7.9,264,430.7,0.7,-47.1
17666,0.1,216.3,264,0.85,15.15
17667,9.7,330.5,353.8,0.85,15.15
17668,7.2,276,477.8,-0.7,47.1
17669,6.2,322.4,412,-1.2,5
17670,0.1,358.9,369,-0.1,-2.6
17671,5.5,293.2,299.8,-0.75,-14.25
17672,4.6,280,406.4,1.1,90.8
17673,0.6,466.6,469.7,0,119.4
17674,7.9,258.6,477,-2.2,-44.2
17675,1.7,203.4,248.5,-0.75,-14.25
17676,7.5,365.9,343.4,0.75,14.25
17677,1.2,197.5,233.4,0.75,14.25
17678,0.6,316.4,350.3,0,-119.4
17679,10.1,354.2,521.2,2.2,44.2
17680,3.5,250.9,315.6,-1.1,-90.8
17681,8,314.3,461.1,0,0
17682,4.8,264,361.6,0,0
17683,0.3,370.7,390.9,-1.3,-65.3
17684,2.2,249.4,319.6,1.4,85.8
17685,7.8,461.2,328.5,1.4,85.8
17686,5.9,270.4,259.7,-1.4,-85.8
17687,1.6,416.4,456.2,1.3,65.3
17688,6.2,284.5,413,0,0
17689,1.3,179.7,216.8,-1.4,-85.8
17690,6.6,309.4,406.7,0,0
17691,6.3,228.9,404.5,-0.62,-32.62
17692,8.4,388.7,381.8,-0.62,-32.62
17693,0.8,200.9,238.4,-0.62,-32.62
17694,6.3,295.4,407.2,-0.62,-32.62
17695,0.1,280.4,254.7,-0.62,-32.62
17696,6.5,298.3,314.2,0.62,32.62
17697,0,311.5,352.4,0.62,32.62
17698,1.6,161.6,245.6,0.62,32.62
17699,8.6,315.3,449.4,0.62,32.62
17700,8.3,350.1,488.1,0.62,32.62
17701,6.8,278.8,469.7,0.58,15.84
17702,0.6,355.6,396.6,0.58,15.84
17703,8.4,346.4,314.1,0.58,15.84
17704,9.2,275.4,476.4,0.58,15.84
17705,1.1,186.1,224.6,0.58,15.84
17706,7.9,288.3,415.2,-0.58,-15.84
17707,0.3,325,353.8,-0.58,-15.84
17708,1.6,180.7,229,-0.58,-15.84
17709,7,271.2,456.9,-0.58,-15.84
17710,6.4,343,347.3,-0.58,-15.84
17711,1.2,152.4,267.7,0.3,-37.3
17712,0.4,329.5,380.5,-0.2,6.8
17713,4.6,198,446.8,-4.5,-32.6
17714,7.1,249,273,0.3,-37.3
17715,5.8,254,425.8,-1.6,-107.8
17716,7.2,309.8,328.7,-0.3,37.3
17717,0.5,192.3,286.6,-0.3,37.3
17718,7.4,346.7,533.6,1.6,107.8
17719,0.6,304,373.7,0.2,-6.8
17720,9.1,322.5,479.4,4.5,32.6
17721,0,0,0,0,0
17722,0,0,0,0,0
17723,0,0,0,0,0
17724,0,0,0,0,0
17725,0,0,0,0,0
17726,0,0,0,0,0
17727,0,0,0,0,0
17728,0,0,0,0,0
17729,0,0,0,0,0
17730,0,0,0,0,0
17731,6.2,241.3,413,-2.8,-91.1
17732,8.3,261.2,307.6,0,0
17733,1.2,196.6,280,0,0
17734,5.5,273.9,426,1.1,74
17735,1.2,344.1,375.7,0,0
17736,0.4,271.2,369.1,0,0
17737,4.4,213.4,352,-1.1,-74
17738,8.9,303.3,350.7,0,0
17739,1.3,229.7,253.5,0,0
17740,9,443.5,504.1,2.8,91.1
17741,5.6,233.7,230.8,-0.15,-17.75
17742,1.6,175.8,237,-0.15,-17.75
17743,1.1,385.2,416.6,0.8,127.9
17744,7.2,294.4,425.3,-1.7,-91.2
17745,6.1,232.6,416.9,0.2,-14.8
17746,8.9,351.7,516.5,1.7,91.2
17747,0.3,302.8,288.7,-0.8,-127.9
17748,5.9,260.9,431.7,-0.2,14.8
17749,1.2,253.2,194.9,0.15,17.75
17750,6.3,302.4,308.4,0.15,17.75
17751,7.8,258.9,311.4,-0.14,-12.38
17752,1.6,164.4,257.3,-0.14,-12.38
17753,0.1,293.4,426.1,-0.14,-12.38
17754,8,265.5,449,-0.14,-12.38
17755,7.9,291,431.2,-0.14,-12.38
17756,7.3,260.4,468.7,0.14,12.38
17757,9.5,406.5,311.5,0.14,12.38
17758,7.8,317.2,499.2,0.14,12.38
17759,1.1,188.6,291.6,0.14,12.38
17760,0.4,321.2,365.9,0.14,12.38
17761,0.5,271.9,301.6,0.35,40.55
17762,5.7,235.5,399,2.1,-9.9
17763,7.9,308.4,352.6,0.35,40.55
17764,7.3,317.8,436.9,4.44E-16,-26.7
17765,0.6,327.5,359.7,0.5,19.8
17766,7.3,356.3,463.6,-4.44E-16,26.7
17767,0.5,235.9,254.7,-0.35,-40.55
17768,7.2,272.2,318.4,-0.35,-40.55
17769,3.6,289.7,408.9,-2.1,9.9
17770,0.1,345.9,339.9,-0.5,-19.8
17771,1.4,263.9,304.6,0.36,94.18
17772,0.3,382.3,389.8,0.36,94.18
17773,7.1,349.9,481.2,0.36,94.18
17774,5.4,310.2,492.3,0.36,94.18
17775,7.2,379.5,291.6,0.36,94.18
17776,5.8,210.2,350.3,-0.36,-94.18
17777,4.6,236.1,175.6,-0.36,-94.18
17778,1.7,280.8,379.7,-0.36,-94.18
17779,2.1,182.3,239.4,-0.36,-94.18
17780,5.4,210.3,343.6,-0.36,-94.18
17781,1.3,154.5,210.1,-0.24,-41.38
17782,4.4,193.8,240.1,-0.24,-41.38
17783,8.2,443.8,517.9,-0.24,-41.38
17784,1.1,312.3,359.9,-0.24,-41.38
17785,6.9,303.5,430.3,-0.24,-41.38
17786,1.2,300.9,312,0.24,41.38
17787,6.2,268.4,462.8,0.24,41.38
17788,5.8,237.5,439.5,0.24,41.38
17789,1,372.3,405.5,0.24,41.38
17790,8.9,478.3,345.4,0.24,41.38
17791,0.6,276,267.5,0,0
17792,7.7,339,499,1.7,102.3
17793,6.7,269.3,375.1,0,0
17794,1.7,286.1,260.8,-0.1,2
17795,6.5,302.3,268.2,-0.1,2
17796,6,222.9,396.7,-1.7,-102.3
17797,1.1,243.1,229.9,0.1,-2
17798,0.3,316.1,343.9,0,0
17799,7.3,317.7,295.1,0.1,-2
17800,7.3,343.5,462.2,0,0
17801,7.3,257.7,431.3,0.7,30.3
17802,4.6,258.7,261.2,-0.7,-32.8
17803,1.2,206.5,259.3,-0.7,-32.8
17804,5.5,343.6,466.2,0,0
17805,1.1,421.5,491.5,0,0
17806,6.9,376.7,303.7,0.7,32.8
17807,0.3,289.6,282.4,0.7,32.8
17808,0.4,262.7,320.8,0,0
17809,6.6,250.5,401,-0.7,-30.3
17810,8,271.2,433.5,0,0
17811,8,285.6,435.9,4.44E-16,2.2
17812,0,279.5,305.3,-0.6,-103.3
17813,1.5,188.2,255.2,-0.6,-23
17814,8,265.7,346.7,-0.6,-23
17815,5.5,326.6,436.2,-0.2,84.2
17816,0.6,296.7,408.6,0.6,103.3
17817,1.1,179.2,300.3,0.6,23
17818,9.6,337.6,347.6,0.6,23
17819,8,257,433.7,-4.44E-16,-2.2
17820,5.7,236.9,352,0.2,-84.2
17821,2,214.9,252.5,0.95,26.15
17822,5.4,332.7,431.2,-1.3,33.3
17823,5,264.3,389.5,-2.4,-30
17824,1.3,428,405.9,0.8,121.6
17825,7.5,339.3,370.4,0.95,26.15
17826,0.5,271.9,284.3,-0.8,-121.6
17827,7.4,260.8,419.5,2.4,30
17828,6,332.5,317.1,-0.95,-26.15
17829,1.6,206.5,253.5,-0.95,-26.15
17830,6.7,226.9,397.9,1.3,-33.3
17831,5.7,262.9,406.2,0.7,-24.56
17832,0.2,257.5,286,0.7,-24.56
17833,7.8,365.9,347.8,0.7,-24.56
17834,6.4,269.8,410.3,0.7,-24.56
17835,0.1,198.5,241,0.7,-24.56
17836,0.3,455.3,435.4,-0.7,24.56
17837,7.1,334.7,320.1,-0.7,24.56
17838,0.2,212.3,281.3,-0.7,24.56
17839,3.7,226.6,395.4,-0.7,24.56
17840,5.4,280.7,381.9,-0.7,24.56
17841,5.2,205.3,339.6,-2.5,-90.8
17842,7.2,247.1,286.1,0,0
17843,7.1,354.6,484.4,0,0
17844,1,307,367.5,0.6,-63.8
17845,1.2,152.1,250,0,0
17846,0.4,349.4,431.3,-0.6,63.8
17847,7.7,326.4,430.4,2.5,90.8
17848,7,296.1,312.6,0,0
17849,1.2,219.5,312.6,0,0
17850,4.6,207.1,329.5,0,0
17851,7.9,286.5,297.3,-0.2,23.95
17852,5.4,270.8,474.2,-1.1,3.2
17853,1.5,199.8,311.8,-0.2,23.95
17854,0.4,368.4,375.3,-1.3,35.8
17855,6.9,307.3,449.4,0.6,71.9
17856,1.1,167.4,226.3,0.2,-23.95
17857,8.7,316.3,334.9,0.2,-23.95
17858,6.5,294.6,471,1.1,-3.2
17859,1.7,234.9,339.5,1.3,-35.8
17860,6.3,220.4,377.5,-0.6,-71.9
17861,1.3,211.9,247.2,1.95,36.3
17862,8.9,408.7,376.2,1.95,36.3
17863,7.1,350,436.9,0,0
17864,0.1,296.7,282.8,-0.6,-4.2
17865,7.7,359.2,463.8,0,0
17866,6.5,319.4,447.8,0,0
17867,5.3,305.4,416.8,0,0
17868,0.2,248.4,288.1,-1.95,-36.3
17869,6.1,268,262.7,-1.95,-36.3
17870,0.7,271.5,287,0.6,4.2
17871,1,182.5,272,-1,-17.1
17872,6.7,231.1,367.5,0,0
17873,0.5,333.1,368.7,0.4,-23.5
17874,4.5,230.1,399.7,0,0
17875,7.5,265.8,313.2,-1,-17.1
17876,5.9,293.5,413,0,0
17877,5.4,269.6,376.1,0,0
17878,1.8,239.2,281.6,1,17.1
17879,8.7,287.2,337.8,1,17.1
17880,0.1,349.2,392.2,-0.4,23.5
17881,6.9,305.3,427,0,0
17882,4.1,226.6,317.3,0,0
17883,1.2,326.6,323.9,0.3,-140.7
17884,0,171.5,210.3,-0.7,-57.4
17885,6.8,253.3,284.1,-0.7,-57.4
17886,7.4,307.6,414.7,0,0
17887,7.2,323,430.2,0,0
17888,0.9,417.7,464.6,-0.3,140.7
17889,1.3,266.7,285.2,0.7,57.4
17890,6.9,294.9,324,0.7,57.4
17891,1.2,302.9,322.9,0.78,98.62
17892,6.7,392.1,453.8,0.78,98.62
17893,8.7,382.5,560.9,0.78,98.62
17894,5.6,375.4,280.2,0.78,98.62
17895,1.4,490.9,446.2,0.78,98.62
17896,7.4,319.2,483.8,-0.78,-98.62
17897,5.9,281.2,264.9,-0.78,-98.62
17898,0.5,198.6,271.1,-0.78,-98.62
17899,4.9,211.2,344.1,-0.78,-98.62
17900,1,218.9,207,-0.78,-98.62
17901,0.4,220.6,225.3,0,0
17902,6.7,330.9,307,0,0
17903,0.3,285.2,321.7,-0.2,-94.4
17904,6.9,256.9,417.6,-0.7,-50.7
17905,7.2,313.9,462.6,0,0
17906,7.6,279.4,468.3,0.7,50.7
17907,2.3,267.1,226.8,0,0
17908,0.5,318,416.1,0.2,94.4
17909,5.4,283.9,273.2,0,0
17910,6,280.9,421.4,0,0
17911,0.3,511,480.9,-0.5,157.5
17912,7.1,319.5,456.2,0,0
17913,1.2,210.6,190.2,0.2,-46.4
17914,6.2,317.4,483.2,0,0
17915,6.5,337.4,311,0.2,-46.4
17916,3.7,184.8,310.8,0,0
17917,6.1,243.3,350.7,0,0
17918,0.8,326.6,323.4,0.5,-157.5
17919,1,297.5,247.3,-0.2,46.4
17920,6.3,423.3,346.7,-0.2,46.4
17921,0.5,255.3,347.2,-1.2,-74.9
17922,0.2,171.5,244.8,-2.05,-103
17923,5.4,222.3,232.5,-2.05,-103
17924,6.1,213.3,384.4,0.5,-25.6
17925,6.5,235.9,372,-0.1,-51.9
17926,6.6,335.2,423.9,0.1,51.9
17927,8.4,374.2,355.3,2.05,103
17928,1.3,281.6,328,2.05,103
17929,1.7,349.5,422.1,1.2,74.9
17930,5.6,257.3,410,-0.5,25.6
17931,8.3,282.4,448.3,0,0
17932,6,302.5,467.6,0.6,111.3
17933,7,340.2,274.4,0,0
17934,0.5,340.7,450.1,-0.3,73.4
17935,1.6,206,257.8,0,0
17936,5.4,207.2,356.3,-0.6,-111.3
17937,7.1,314,453.9,0,0
17938,7.5,344.8,313.8,0,0
17939,1.3,208.3,237.5,0,0
17940,0.8,292,376.7,0.3,-73.4
17941,0.7,404.9,344.1,0.4,122.7
17942,7.4,282.1,408.4,0,0
17943,1.5,227.7,298.1,0,0
17944,8.5,451.6,471.8,6.3,269
17945,8.3,556.6,326,0,0
17946,2.2,183.6,202.8,-6.3,-269
17947,7,267.6,286.4,0,0
17948,1.5,162.1,244.2,0,0
17949,6.5,273.7,459.6,0,0
17950,0.3,187.2,221.4,-0.4,-122.7
17951,7.8,313.5,445.8,4.44E-16,-17.1
17952,2.3,243.4,272.6,0,-34.35
17953,6.6,264.5,273.7,0,-34.35
17954,0.8,310.5,367.6,0.3,79.2
17955,4.7,208,342.4,-1.2,-140.3
17956,0.5,247,288.4,-0.3,-79.2
17957,7.8,344.1,462.9,-4.44E-16,17.1
17958,7.6,397.4,349.9,0,34.35
17959,1.3,233.5,265.1,0,34.35
17960,5.9,376,482.7,1.2,140.3
17961,8,270,302.7,0.25,-43.4
17962,1.1,164.8,240.2,0.25,-43.4
17963,6.3,265.6,393.8,-1.8,-84.4
17964,0.8,298.1,386.9,0,0
17965,7.5,250.2,488.6,0,0
17966,8.8,300,489.1,0,0
17967,0,392.3,461.5,0,0
17968,8.3,427.8,331.1,-0.25,43.4
17969,8.1,314.2,478.2,1.8,84.4
17970,0.3,297.1,298.6,-0.25,43.4
17971,6.5,312.3,365.9,-0.35,24.35
17972,1.4,203.6,219.4,-0.35,24.35
17973,7.2,281.9,489.5,-0.4,5.1
17974,0.8,378,333.7,0.1,-159.2
17975,6.5,309.1,509.8,-1.2,79.8
17976,7.7,303.9,430,1.2,-79.8
17977,0.7,422.9,492.9,-0.1,159.2
17978,7.6,306.3,484.4,0.4,-5.1
17979,7.4,318.7,301.1,0.35,-24.35
17980,1.2,215.3,235.5,0.35,-24.35
17981,8.1,283,484.1,0,0
17982,8.2,260.1,508.1,0,0
17983,0.6,380.3,411.2,0.1,-25.6
17984,8,335.9,364.7,0.9,50.05
17985,1.6,205.5,269.6,0.9,50.05
17986,0.5,365.9,436.8,-0.1,25.6
17987,1.3,162.3,231.5,-0.9,-50.05
17988,6.5,243.1,302.7,-0.9,-50.05
17989,8.2,264.2,458.2,0,0
17990,9.7,327.1,496.6,0,0
17991,1.3,209.6,275.2,0,0
17992,6.8,334.7,333.6,0,0
17993,6.9,285,503.5,0.8,97.6
17994,0.5,341.3,399.9,0.4,136.1
17995,8.1,350.4,531.6,0,0
17996,1.3,211.1,284.8,0,0
17997,6.1,215.4,405.9,-0.8,-97.6
17998,7.2,246.8,409.3,0,0
17999,9.3,311.2,369.2,0,0
18000,0.1,241.5,263.8,-0.4,-136.1
18001,6.7,384,450,0.4,65
18002,0.5,278.5,348.7,-0.3,18.3
18003,4.7,245.1,398.3,-2.3,-87.3
18004,8.1,337.9,345.4,0.1,-1.3
18005,1.5,202,208.2,0.1,-1.3
18006,0.8,307.5,330.4,0.3,-18.3
18007,6.3,325.3,385,-0.4,-65
18008,7,388.6,485.6,2.3,87.3
18009,8,306,323.7,-0.1,1.3
18010,1.4,173.2,232.5,-0.1,1.3
18011,7.6,258.2,419.9,0.2,-58.4
18012,7.8,332.9,421.2,0,0
18013,0.7,291.7,327.2,0.7,0.7
18014,1.8,172.8,266.5,0,0
18015,6.8,243.3,272.9,0,0
18016,0,356.4,326.5,-0.7,-0.7
18017,1.7,210.4,241.9,0,0
18018,8.1,317.8,357.3,0,0
18019,7.4,293.1,478.3,-0.2,58.4
18020,8.9,363,494.9,0,0
18021,1.1,143.8,196.9,-0.2,4.9
18022,8.5,274.6,375,-0.2,4.9
18023,7.4,298.7,482.9,0.8,80.8
18024,8.5,268.9,405.4,0.7,-105.1
18025,0.1,348.2,412,-0.4,12.3
18026,7.8,329.9,510.5,-0.7,105.1
18027,1.7,249.7,186.8,0.2,-4.9
18028,6.6,290.2,402.1,-0.8,-80.8
18029,0.5,304.9,399.7,0.4,-12.3
18030,8.3,273.2,375.3,0.2,-4.9
18031,5.6,259.7,341,-2.2,-91
18032,0.7,343.3,354.2,0,0
18033,5.9,302.8,323.8,0,0
18034,6.4,295.7,420.2,-0.1,-3.2
18035,1.7,211.6,256.4,0,0
18036,7.8,409.8,432,2.2,91
18037,6,232.7,277.1,0,0
18038,6.5,260.8,423.4,0.1,3.2
18039,0.4,357,351.3,0,0
18040,1.3,226,229.6,0,0
18041,1.2,357.5,356.3,0.7,-7.9
18042,5.1,226.7,397.2,-2.4,-107.3
18043,8.2,327.8,298.7,1.2,62.75
18044,1.6,192.9,308.3,1.2,62.75
18045,8.5,298.6,504.4,0.6,46.4
18046,0.5,296.3,364.2,-0.7,7.9
18047,1.1,159.7,227,-1.2,-62.75
18048,7.9,253.2,458,-0.6,-46.4
18049,6.3,256.7,254.5,-1.2,-62.75
18050,7.5,299.9,504.5,2.4,107.3
18051,7.7,413.4,506,1.5,97
18052,7.1,289.2,432.8,0.5,-4.9
18053,1.2,178.1,244,-0.35,-40.2
18054,0.1,308.3,334.3,-0.1,57.9
18055,7,261.9,319.2,-0.35,-40.2
18056,7.6,337.4,336.8,0.35,40.2
18057,1.3,224.9,306.8,0.35,40.2
18058,6.6,312.3,437.7,-0.5,4.9
18059,6.2,254.3,409,-1.5,-97
18060,0.2,208.7,276.4,0.1,-57.9
18061,5.3,195.9,384,-0.36,-19.56
18062,1.7,195.5,289.3,-0.36,-19.56
18063,9,284.1,320.7,-0.36,-19.56
18064,0.3,307.5,324,-0.36,-19.56
18065,7.7,298.6,469,-0.36,-19.56
18066,0,260.5,298.2,0.36,19.56
18067,8.8,281.7,331.1,0.36,19.56
18068,1.6,148.7,241.9,0.36,19.56
18069,7.8,400.3,575.1,0.36,19.56
18070,7.6,252.7,438.5,0.36,19.56
18071,7.9,369.3,456.3,0.04,27.38
18072,5,259.8,330.2,0.04,27.38
18073,8,347.2,558.1,0.04,27.38
18074,1.2,383.1,426,0.04,27.38
18075,0.6,206.1,169.6,0.04,27.38
18076,6.2,268.3,492.1,-0.04,-27.38
18077,7.4,264.5,403.2,-0.04,-27.38
18078,1,294.1,274,-0.04,-27.38
18079,0.4,257.4,264.3,-0.04,-27.38
18080,7.5,447.2,369.7,-0.04,-27.38
18081,0.2,302.9,311.2,0.1,-51.3
18082,7.1,256,349.8,-1.2,5.55
18083,7.2,266.1,451.7,-1.3,10.5
18084,5.4,214.7,401.1,-3.4,-72.7
18085,1.1,180.7,247.2,-1.2,5.55
18086,8.5,387.7,441.2,1.3,-10.5
18087,1.8,175.8,251.6,1.2,-5.55
18088,8.8,312.3,334.3,1.2,-5.55
18089,8.8,328.5,473.8,3.4,72.7
18090,0.1,287.8,362.5,-0.1,51.3
18091,8.4,285.6,321.9,0.9,15.6
18092,9.1,320.5,522.9,2.9,81
18093,2.2,247.8,309.4,0.9,15.6
18094,7.1,317.5,463.9,0.8,61.1
18095,0.2,305.1,300.2,-0.5,-41.6
18096,6.2,231.9,441.9,-2.9,-81
18097,0.7,331.2,341.8,0.5,41.6
18098,7.7,306,387.6,-0.9,-15.6
18099,1.1,162.2,212.5,-0.9,-15.6
18100,6.3,255.6,402.8,-0.8,-61.1
18101,1.8,163.8,249.9,-1.2,-22.15
18102,5.6,268.1,291.7,-1.2,-22.15
18103,8.1,354.6,484,3.3,105.5
18104,0.3,309.9,382.4,-0.2,21.2
18105,8.5,324.9,471.9,2.5,6.8
18106,1.3,212.2,259.8,1.2,22.15
18107,4.8,239.7,378.5,-3.3,-105.5
18108,0.5,311.1,361.2,0.2,-21.2
18109,8.5,392.2,326.1,1.2,22.15
18110,6,287.4,465.1,-2.5,-6.8
18111,7.6,290,285.1,-0.06,-28.36
18112,6.9,313.3,453.2,-0.06,-28.36
18113,1.2,175.8,242.8,-0.06,-28.36
18114,0.6,306.8,313.6,-0.06,-28.36
18115,7.2,278.8,461.5,-0.06,-28.36
18116,0.9,384.5,436.8,0.06,28.36
18117,7.2,266.9,335.4,0.06,28.36
18118,7.4,276.1,421.5,0.06,28.36
18119,0.9,205.5,193.2,0.06,28.36
18120,7.4,345.5,511.1,0.06,28.36
18121,1.3,235.2,258.5,0.35,15.5
18122,9.6,293.8,503.9,2.6,39.6
18123,8.2,406.5,313,0.35,15.5
18124,0.1,351,357.2,-0.5,8.1
18125,5.2,249.7,358.5,-2.7,-148.3
18126,0.6,372.6,349.1,0.5,-8.1
18127,7.9,448.9,506.8,2.7,148.3
18128,7.2,253.7,280.5,-0.35,-15.5
18129,1.6,196.3,260,-0.35,-15.5
18130,7,396.2,464.3,-2.6,-39.6
18131,0.1,245.7,241.2,-0.25,3.05
18132,0.5,291.5,315.3,0,-14.9
18133,6.7,294.4,433.4,0,0
18134,6.6,302.7,286.8,-0.25,3.05
18135,6.2,229.6,435.3,0,0
18136,5.9,320.9,272.6,0.25,-3.05
18137,0.5,364.1,330.2,0,14.9
18138,1.3,210.9,249.3,0.25,-3.05
18139,6.9,266.4,470.3,0,0
18140,8.4,284.1,460.8,0,0
18141,0.7,355.9,382.9,-0.82,-2.18
18142,6.6,290.6,337,-0.82,-2.18
18143,7,279.3,401.4,-0.82,-2.18
18144,0.4,230.3,211.5,-0.82,-2.18
18145,5.9,269.2,391.9,-0.82,-2.18
18146,0.7,269,304.4,0.82,2.18
18147,1.3,171.2,232.1,0.82,2.18
18148,6.5,228.7,333.5,0.82,2.18
18149,8.6,306.4,461.3,0.82,2.18
18150,7.6,332.8,404.3,0.82,2.18
18151,5.3,316,343.5,0.16,-65.32
18152,0.2,224,289.4,0.16,-65.32
18153,6.3,277.8,397.5,0.16,-65.32
18154,8.8,305.3,360.4,0.16,-65.32
18155,1.2,202.1,248.7,0.16,-65.32
18156,1,176.3,255.7,-0.16,65.32
18157,7.3,414.4,458.1,-0.16,65.32
18158,0.7,406.9,447.3,-0.16,65.32
18159,7.6,440.4,536.2,-0.16,65.32
18160,4.4,246.9,268.8,-0.16,65.32
18161,1.4,237.1,281.2,0.9,33.55
18162,8.3,355.6,462.9,1,55.8
18163,8.1,430.5,353.1,0.9,33.55
18164,8.4,279.2,460.9,0.1,0.7
18165,0.1,267.9,365.9,-0.5,55.2
18166,0.3,189.4,280.8,-0.9,-33.55
18167,0.6,246,310.7,0.5,-55.2
18168,8.3,346.6,460.2,-0.1,-0.7
18169,7.4,317.9,286.4,-0.9,-33.55
18170,7.3,258.7,407.1,-1,-55.8
18171,6.7,302.7,384.2,0,0
18172,6.5,326,336.5,0,0
18173,0.7,247.5,304.9,0,0
18174,6.6,283.7,368.3,0,0
18175,1.3,170.8,213.2,0,0
18176,0.3,326.2,398.7,0,0
18177,8.3,360.5,542.4,0,0
18178,7.2,354.1,346.2,0,0
18179,1.2,231.2,273.6,0,0
18180,7.3,427.7,435.9,0,0
18181,7.4,337.7,487.4,0,0
18182,1.2,219.8,289.8,-0.45,15
18183,1,434.7,399.1,-2.78E-17,46.6
18184,7.3,254.9,312.7,-0.45,15
18185,5,277,382.4,0,0
18186,1,301,352.5,2.78E-17,-46.6
18187,5.4,259.7,412.8,0,0
18188,8.2,322.6,326.8,0.45,-15
18189,1.2,169.9,245.7,0.45,-15
18190,7.9,360.2,442.7,0,0
18191,1.2,214.6,237.8,0,0
18192,6.2,315.4,329.7,0,0
18193,0.3,344.5,373.8,-0.2,54.1
18194,9.6,321.5,481.8,0,0
18195,7.4,298,407.4,-1.5,-131
18196,0.5,406.4,319.7,0.2,-54.1
18197,8.9,422.1,538.4,1.5,131
18198,7.5,247.8,461.2,0,0
18199,6,286.9,326.6,0,0
18200,0.7,243.7,242.4,0,0
18201,1.3,353.3,338.4,0.84,-5.96
18202,8.2,365.2,474.6,0.84,-5.96
18203,1.7,215.6,317.7,0.84,-5.96
18204,7,272.8,429,0.84,-5.96
18205,8,326.3,382,0.84,-5.96
18206,7.2,349.4,493.2,-0.84,5.96
18207,0.3,334.6,392.2,-0.84,5.96
18208,7,384.7,493,-0.84,5.96
18209,0.2,226.9,308.8,-0.84,5.96
18210,7.3,259.4,284.3,-0.84,5.96
18211,1.2,258.3,301.3,1,-32.2
18212,1.4,187.8,263.4,-0.4,-1.85
18213,7.7,313.3,370.5,-0.4,-1.85
18214,8.4,317.5,464.2,0.5,36.6
18215,6.5,283.3,425.6,-1.1,22.1
18216,7.9,265.4,427.6,-0.5,-36.6
18217,0.2,295.4,333.5,-1,32.2
18218,8.3,269,366.7,0.4,1.85
18219,1.6,169.7,270.9,0.4,1.85
18220,7.6,253.2,403.5,1.1,-22.1
18221,0,288.7,305.7,0.6,32.85
18222,8.4,351.4,509,2.8,94
18223,0.3,337,335.4,0,0
18224,6.7,408.7,460.7,0,0
18225,8.6,382,331.8,0.6,32.85
18226,5.6,364.3,415,-2.8,-94
18227,0.4,168,210.5,-0.6,-32.85
18228,0.2,261,324.7,0,0
18229,7,250,361.3,-0.6,-32.85
18230,3.5,302.8,403.8,0,0
18231,6.8,330.1,425.1,0.8,-38.1
18232,8.1,287.8,372.5,-0.7,5
18233,0.5,174.5,255.2,-0.7,5
18234,0.7,369.7,396.7,0.2,45.1
18235,7.5,251.9,451.8,-1.4,-10.4
18236,1.5,187,255.7,0.7,-5
18237,8.5,303.5,362,0.7,-5
18238,0.5,317.5,351.6,-0.2,-45.1
